11.0000 10.3703 18.8372 114.0733 0.5098 324.6300
11.0000 9.6442 14.6093 106.0860 0.2141 311.6600
11.0000 7.1014 10.2573 78.1154 0.4102 220.0100
10.0000 15.5578 63.1797 155.5779 0.8440 340.1900
5.0000 16.2369 23.1142 81.1844 0.8252 115.1500
6.0000 4.6745 11.5300 32.7212 0.8066 299.4700
4.0000 10.7969 13.0545 43.1878 0.5760 103.0600
8.0000 7.7176 14.7670 69.4583 0.5017 141.6300
9.0000 11.7558 23.3944 105.8021 0.8057 178.2100
10.0000 6.6304 8.0457 79.5644 0.1819 345.4400
10.0000 15.3640 40.7498 184.3685 0.6507 889.7100
13.0000 10.9099 56.6761 141.8288 0.9213 1907.2000
7.0000 9.7792 10.1992 88.0129 0.2422 304.9800
6.0000 11.1141 20.9315 66.6847 1.1510 392.6500
8.0000 14.2584 19.9188 156.8420 0.6116 857.2300
4.0000 25.7981 58.9781 103.1923 0.6253 213.5600
6.0000 13.6157 22.8931 81.6940 0.2310 253.6900
9.0000 10.8064 21.3026 129.6764 0.3204 240.3300
13.0000 5.3794 7.8292 75.3122 0.1740 275.5800
10.0000 6.1567 12.0960 61.5670 0.9194 465.8100
5.0000 19.8515 36.6796 99.2577 0.2634 694.2800
6.0000 13.3248 21.9425 79.9489 0.9213 137.7400
7.0000 21.4624 38.6183 150.2368 0.1840 294.6500
11.0000 14.1456 36.1490 155.6013 0.4281 226.7000
5.0000 12.0870 33.4521 108.7828 1.2268 196.5700
6.0000 10.4377 18.4248 62.6260 0.0675 133.5700
5.0000 9.4936 16.6574 47.4682 0.9773 196.0400
9.0000 14.8665 21.6080 133.7982 0.6165 266.8200
15.0000 6.4387 15.6484 96.5803 0.5868 1457.6000
17.0000 6.8109 12.8280 115.7850 0.2439 205.2800
4.0000 9.8921 24.4227 39.5685 0.5759 611.7200
6.0000 12.0027 22.0241 72.0163 0.5273 919.4400
4.0000 14.0943 20.4958 56.3774 0.7337 107.5700
6.0000 18.9752 25.8333 132.8264 0.8412 164.9300
6.0000 11.4724 22.2667 80.3066 0.5267 291.8600
6.0000 12.9305 16.3386 77.5833 0.5610 266.4100
12.0000 8.0768 12.0801 96.9212 0.1922 219.9900
9.0000 10.4215 17.0255 93.7937 0.8839 391.7500
8.0000 8.5485 13.0502 68.3880 0.8472 175.2400
6.0000 16.2976 33.7722 97.7854 0.7093 135.1400
7.0000 11.6425 28.3054 81.4976 0.4605 105.0700
11.0000 8.2422 14.4292 90.6640 0.9335 380.9300
9.0000 8.8740 10.8428 79.8656 0.5267 232.6600
9.0000 12.1395 22.1932 109.2554 0.2803 170.1500
5.0000 10.5924 15.8937 52.9618 0.5848 107.4200
23.0000 13.3892 109.1678 307.9517 0.1052 2736.6000
7.0000 16.8569 44.7899 117.9980 0.5830 163.3000
9.0000 20.9112 71.3419 188.2010 0.2141 405.2900
5.0000 13.1233 26.5438 65.6164 0.7071 132.0600
6.0000 15.6760 29.0473 94.0558 0.7564 277.4600
4.0000 14.8260 22.7622 59.3041 0.8590 209.6700
5.0000 13.2154 17.9285 66.0771 0.3616 197.0300
13.0000 8.0390 26.8306 112.5461 0.1550 292.7000
8.0000 8.3712 11.3439 75.3409 0.4811 194.3100
5.0000 8.8551 20.5471 44.2756 0.5267 409.2400
5.0000 16.7433 48.0461 83.7164 0.4774 176.0300
7.0000 5.3741 8.3659 37.6184 0.6612 334.5700
8.0000 7.2445 9.3159 65.2005 0.4477 216.8000
